1588 -0.11850989 0 inf
1587 2.859404 0 inf
1584 1.8673142 0 inf
1581 -1.1050727 0 inf
1584 -3.9988055 0 inf
1589 -0.933136 0 inf
1582 4.0229864 0 inf
1583 -2.9116411 0 inf
1581 -1.8273145 0 inf
1584 -3.7337327 0 inf
1584 -0.7508948 0 inf
1581 -0.7095512 0 inf
1584 -3.5792534 0 inf
1584 -0.57910514 0 inf
1584 -0.57015085 0 inf
1586 -0.49223995 0 inf
1588 1.5459714 0 inf
1585 3.4947765 0 inf
1585 0.48298478 0 inf
1589 0.50029707 0 inf
1587 4.447762 0 inf
1585 2.4352248 0 inf
1585 0.4523871 0 inf
1589 0.4491042 0 inf
1586 4.43567 0 inf
1585 1.3826877 0 inf
1584 0.43850732 0 inf
1583 -0.50567126 0 inf
1587 -1.4602985 0 inf
1586 2.504776 0 inf
1584 1.5194027 0 inf
1587 -0.37626982 0 inf
1586 2.5589561 0 inf
1582 1.5532827 0 inf
1584 -2.3532834 0 inf
1588 -0.32014823 0 inf
1582 3.612984 0 inf
1583 -2.3150737 0 inf
1583 -1.2438807 0 inf
1589 -1.2231345 0 inf
1586 4.677314 0 inf
1587 1.6670136 0 inf
1590 2.6565661 0 inf
1588 5.5767164 0 inf
1588 3.557016 0 inf
1583 3.5277598 0 inf
1584 -1.3719414 0 inf
1590 -0.35149288 0 inf
1584 5.519105 0 inf
1588 -0.46149313 0 inf
1587 3.4777598 0 inf
1588 2.3967173 0 inf
1586 3.304926 0 inf
1589 1.2522379 0 inf
1584 4.0891037 0 inf
1584 -0.99596965 0 inf
1581 -1.0532837 0 inf
1586 -4.0528364 0 inf
1588 0.83611983 0 inf
1583 2.6737309 0 inf
1588 -2.320896 0 inf
1586 2.5840302 0 inf
1586 0.55820864 0 inf
1586 0.5120894 0 inf
1585 0.465373 0 inf
1584 -0.49208927 0 inf
1588 -1.4594032 0 inf
1589 2.463582 0 inf
1586 3.386567 0 inf
1586 0.37940294 0 inf
1587 0.3622386 0 inf
1581 1.2850746 0 inf
1583 -4.603582 0 inf
1584 -2.5923882 0 inf
1582 -1.6120895 0 inf
1584 -3.5531344 0 inf
1587 -1.5646268 0 inf
1585 1.4134328 0 inf
1587 -0.57850736 0 inf
1584 1.3597014 0 inf
1585 -1.5828358 0 inf
1586 -0.5850746 0 inf
1583 0.38253734 0 inf
